src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
3,8,4,4965,3376,1589,0.679959718,9357,2.512620838,14113700,3789.930183
3,9,3,5048,3146,1902,0.623217116,9681,2.770749857,14432400,4130.623927
3,10,1,5051,2958,2093,0.585626609,5749,1.738959468,10391400,3143.194192
3,11,2,4959,2613,2346,0.52692075,6027,2.035460993,10669500,3603.343465
3,12,3,4987,2381,2606,0.477441348,6908,2.531330158,10388100,3806.559179
3,13,2,4987,2042,2945,0.409464608,5813,2.432217573,9034600,3780.167364
4,5,1,4925,3788,1137,0.769137056,5905,1.42770793,7680000,1856.866538
4,6,1,5000,4089,911,0.8178,5171,1.16542709,4797200,1081.180978
4,7,2,4958,3410,1548,0.68777733,6572,1.748802555,7888200,2099.042044
4,8,3,4994,3374,1620,0.675610733,8620,2.315959162,12052600,3238.205266
4,9,2,5002,3103,1899,0.620351859,6781,1.964937699,10306900,2986.641553
4,10,2,5007,2848,2159,0.568803675,8159,2.552878598,12091400,3783.291615
4,11,4,4966,2565,2401,0.516512284,7367,2.529007896,10135300,3479.33402
4,12,5,5088,2352,2736,0.462264151,7065,2.616666667,9552400,3537.925926
4,13,4,5024,2044,2980,0.406847134,6679,2.79222408,8676000,3627.090301
5,6,2,4998,2545,2453,0.509203681,5675,1.961631524,8299800,2868.924991
5,7,3,5031,2540,2491,0.504869807,6959,2.409626039,9314200,3225.138504
5,8,2,4985,3581,1404,0.718355065,7427,1.890302876,9917700,2524.230084
5,9,1,4989,3663,1326,0.734215274,5423,1.352031912,6929500,1727.624034
5,10,3,4983,3192,1791,0.640577965,8512,2.404519774,11537100,3259.067797
5,11,2,5058,2994,2064,0.591933571,6301,1.885397965,8727100,2611.340515
5,12,1,4986,2709,2277,0.5433213,5292,1.73110893,7589600,2482.695453
5,13,2,5049,2514,2535,0.49792038,5788,2.022361985,7867200,2748.84696
6,7,1,5061,3123,1938,0.617071725,4045,1.16537021,3515700,1012.878133
6,8,2,4988,1715,3273,0.34382518,3805,1.844401357,4666800,2262.142511
6,9,3,4990,1332,3658,0.266933868,3663,2.180357143,5029800,2993.928571
6,10,4,5033,1200,3833,0.238426386,4313,2.786175711,5256600,3395.736434
6,11,3,5032,883,4149,0.175476948,3294,2.675873274,3793900,3081.965881
6,12,4,4991,689,4302,0.138048487,3114,3.00289296,3334300,3215.33269
6,13,3,4941,509,4432,0.103015584,2486,2.900816803,2777600,3241.073512
7,8,1,4992,1672,3320,0.334935897,2828,1.4,2588700,1281.534653
7,9,2,4981,1192,3789,0.239309376,2675,1.737012987,3463000,2248.701299
7,10,3,4996,1182,3814,0.236589271,3694,2.414379085,3764200,2460.261438
7,11,2,5051,952,4099,0.188477529,2618,2.013846154,2584400,1988
7,12,3,4933,706,4227,0.143117778,2613,2.479127135,2274100,2157.590133
7,13,2,5020,521,4499,0.103784861,2006,2.30840046,1990700,2290.794016
8,9,1,4947,3473,1474,0.702041641,4743,1.24129809,4544700,1189.40068
8,10,2,4989,4438,551,0.889557025,7734,1.615963226,6406500,1338.591726
8,11,1,4984,4408,576,0.884430177,7141,1.501471825,3900600,820.1429773
8,12,2,5054,4416,638,0.873763356,7515,1.577455919,4120000,864.8194794
8,13,1,4958,4238,720,0.854780153,5506,1.200610554,3191600,695.9441779
9,10,3,5041,3005,2036,0.596111883,7560,2.254697286,8036700,2396.868476
9,11,2,5004,2804,2200,0.560351719,5556,1.762690355,5769500,1830.425127
9,12,3,5008,2456,2552,0.490415335,5369,1.914764622,5417000,1931.883024
9,13,2,5025,2200,2825,0.437810945,4822,1.892464678,4895500,1921.310832
10,11,1,4968,4545,423,0.914855072,5449,1.113631719,4152100,848.5796035
10,12,2,5011,4554,457,0.908800639,7398,1.509179927,5436800,1109.098327
10,13,1,4987,4546,441,0.911570082,5130,1.048222313,4042400,825.9910094
11,12,1,5046,4646,400,0.920729291,5224,1.046055266,1701000,340.6087305
11,13,2,4964,4542,422,0.914987913,8900,1.8200409,4326900,884.8466258
12,13,1,5039,4643,396,0.921412979,5091,1.020036065,1601200,320.8174714
