src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
3,9,3,5053,3302,1751,0.653473184,9675,2.801911381,14259000,4129.45265
3,10,1,5056,3141,1915,0.621242089,5734,1.741798299,10392200,3156.804374
3,11,2,4981,2870,2111,0.57618952,6352,2.102615028,10960900,3628.235684
3,12,3,4984,2517,2467,0.505016051,6937,2.600074963,10178800,3815.142429
3,13,2,5062,2265,2797,0.4474516,5996,2.481788079,9248800,3828.145695
4,5,1,4969,4053,916,0.815657074,5932,1.411037108,7673800,1825.356803
4,6,1,4999,4246,753,0.849369874,5192,1.180805094,4892800,1112.758699
4,7,2,5022,3644,1378,0.725607328,6795,1.790513834,8068400,2126.060606
4,8,3,4994,3542,1452,0.709251101,8651,2.34253994,11920600,3227.890604
4,9,2,4929,3253,1676,0.659971597,6860,2.015276146,10341400,3038.014101
4,10,2,5087,3067,2020,0.602909377,8182,2.542573027,12304100,3823.523928
4,11,4,4918,2721,2197,0.553273688,7351,2.55954039,10077100,3508.739554
4,12,5,5063,2501,2562,0.493975904,6986,2.634238311,9449200,3563.046757
4,13,4,4987,2201,2786,0.441347504,6577,2.796343537,8583300,3649.362245
5,6,2,5027,2700,2327,0.537099662,5432,1.905296387,7894500,2769.028411
5,7,3,5041,2663,2378,0.528268201,6751,2.399076048,9058000,3218.905473
5,8,2,5058,3787,1271,0.748714907,7447,1.891061453,9839600,2498.628746
5,9,1,5007,3792,1215,0.757339724,5338,1.353791529,6738100,1708.87649
5,10,3,5043,3392,1651,0.672615507,8658,2.443691787,11567500,3264.888513
5,11,2,5037,3173,1864,0.629938455,6411,1.928700361,8808000,2649.819495
5,12,1,5101,2944,2157,0.577141737,5385,1.739903069,7691100,2485.008078
5,13,2,4923,2595,2328,0.527117611,5624,2.04806992,7639400,2782.010197
6,7,1,4927,3255,1672,0.660645423,3947,1.158837346,3457500,1015.120376
6,8,2,4995,1901,3094,0.380580581,3793,1.848440546,4598300,2240.88694
6,9,3,5020,1537,3483,0.306175299,3726,2.207345972,5064900,3000.533175
6,10,4,4987,1337,3650,0.268097052,4155,2.79233871,5038600,3386.155914
6,11,3,5048,1113,3935,0.22048336,3421,2.706487342,3819800,3021.993671
6,12,4,4901,806,4095,0.164456233,2868,2.996865204,3037000,3173.458725
6,13,3,4968,658,4310,0.132447665,2321,2.868974042,2547000,3148.331273
7,8,1,4997,1894,3103,0.379027416,2793,1.365770171,2506700,1225.770171
7,9,2,4923,1433,3490,0.291082673,2821,1.780934343,3529800,2228.409091
7,10,3,4915,1311,3604,0.266734486,3576,2.445964432,3713000,2539.671683
7,11,2,4923,1119,3804,0.227300427,2631,2.071653543,2614000,2058.267717
7,12,3,4949,908,4041,0.183471408,2686,2.536355052,2410900,2276.581681
7,13,2,4943,723,4220,0.146267449,2033,2.326086957,2018400,2309.382151
8,9,1,4889,3604,1285,0.737165064,4604,1.226098535,4326700,1152.250333
8,10,2,4990,4491,499,0.9,7735,1.666307626,6331100,1363.87333
8,11,1,5083,4602,481,0.905370844,7247,1.524721229,3973400,835.9772775
8,12,2,4954,4386,568,0.885345176,7214,1.59003747,4009900,883.8219088
8,13,1,4979,4349,630,0.873468568,5637,1.252666667,3355200,745.6
9,10,3,5111,3178,1933,0.621796126,7610,2.285971763,8017600,2408.410934
9,11,2,4896,2819,2077,0.575776144,5275,1.776094276,5493600,1849.69697
9,12,3,4975,2654,2321,0.533467337,5357,1.909803922,5422400,1933.11943
9,13,2,5023,2391,2632,0.476010352,4870,1.915814319,4994700,1964.870181
10,11,1,4978,4644,334,0.932904781,5611,1.170177268,4173200,870.3232534
10,12,2,4987,4609,378,0.924202928,7521,1.580042017,5300800,1113.613445
10,13,1,5015,4628,387,0.922831505,5071,1.061100649,3992400,835.4048964
11,12,1,4951,4691,260,0.947485356,5245,1.08323007,1800800,371.9124329
11,13,2,5007,4703,304,0.939285001,8708,1.793984343,4305700,887.0416152
12,13,1,4996,4746,250,0.949959968,5046,1.030426792,1643000,335.5115377
