src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
3,9,3,5047,3116,1931,0.617396473,9788,2.811835679,14598600,4193.794887
3,10,1,5054,2954,2100,0.584487535,5699,1.717083459,10360400,3121.542633
3,11,2,5038,2606,2432,0.517268757,6269,2.110063952,10757800,3620.935712
3,12,3,4996,2325,2671,0.465372298,6981,2.595167286,10324200,3837.992565
3,13,2,5015,1989,3026,0.396610169,5838,2.480033985,8911600,3785.726423
4,5,1,5002,3771,1231,0.753898441,5629,1.360976789,7238300,1750.072534
4,6,1,5025,4070,955,0.809950249,5325,1.200676437,5039100,1136.21195
4,7,2,4962,3356,1606,0.676340185,6505,1.748185972,7766500,2087.20774
4,8,3,5036,3278,1758,0.650913423,8541,2.344496294,11780900,3233.845732
4,9,2,4951,2956,1995,0.597051101,6812,2.051189401,10153000,3057.211683
4,10,2,5049,2737,2312,0.542087542,7959,2.565764023,11871200,3826.950355
4,11,4,5055,2524,2531,0.499307616,7328,2.536517826,10060800,3482.450675
4,12,5,5006,2160,2846,0.431482221,6561,2.598415842,8943500,3541.980198
4,13,4,5005,1931,3074,0.385814186,6394,2.784843206,8348100,3635.932056
5,6,2,4873,2342,2531,0.480607429,5320,1.965275212,7762400,2867.528629
5,7,3,5014,2520,2494,0.50259274,6950,2.409012132,9321600,3231.057192
5,8,2,5141,3619,1522,0.703948648,7622,1.91315261,9956900,2499.221888
5,9,1,4950,3553,1397,0.717777778,5481,1.398928025,6979800,1781.470138
5,10,3,4972,3109,1863,0.625301689,8545,2.459700633,11413300,3285.348302
5,11,2,5045,2964,2081,0.587512389,6428,1.930910183,8828900,2652.117753
5,12,1,5047,2739,2308,0.542698633,5244,1.68943299,7684800,2475.773196
5,13,2,4938,2396,2542,0.485216687,5470,1.981166244,7537200,2729.880478
6,7,1,5020,3063,1957,0.610159363,3963,1.156067678,3475200,1013.768961
6,8,2,4957,1555,3402,0.313697801,3523,1.834895833,4272000,2225
6,9,3,5070,1347,3723,0.265680473,3703,2.16296729,5093700,2975.292056
6,10,4,5065,1133,3932,0.223692004,4210,2.810413885,5083300,3393.391188
6,11,3,5017,879,4138,0.175204305,3325,2.672829582,3763800,3025.562701
6,12,4,4998,667,4331,0.133453381,3164,3.065891473,3367900,3263.468992
6,13,3,5020,488,4532,0.097211155,2437,2.856975381,2649100,3105.627198
7,8,1,4962,1709,3253,0.344417574,2953,1.423818708,2692600,1298.264224
7,9,2,4962,1129,3833,0.227529222,2674,1.789825971,3383100,2264.457831
7,10,3,5028,1100,3928,0.218774861,3554,2.425938567,3718800,2538.430034
7,11,2,5032,918,4114,0.182432432,2735,2.131722525,2631200,2050.818394
7,12,3,5004,663,4341,0.132494005,2549,2.479571984,2260100,2198.540856
7,13,2,4988,448,4540,0.089815557,1835,2.257072571,1754300,2157.810578
8,9,1,5052,3497,1555,0.692201108,4781,1.237959606,4497200,1164.474366
8,10,2,5079,4385,694,0.863358929,7905,1.664210526,6458100,1359.6
8,11,1,5006,4315,691,0.861965641,7162,1.53034188,3848000,822.2222222
8,12,2,4904,4128,776,0.841761827,7277,1.619630536,3982900,886.4678389
8,13,1,5066,4201,865,0.829253849,5556,1.216819974,3251700,712.1550591
9,10,3,5089,2888,2201,0.567498526,7466,2.295112204,7840300,2410.175223
9,11,2,5033,2692,2341,0.534869859,5421,1.773307164,5519700,1805.593719
9,12,3,5005,2413,2592,0.482117882,5374,1.934485241,5395500,1942.224622
9,13,2,4950,2086,2864,0.421414141,4632,1.889840881,4720200,1925.826193
10,11,1,5020,4423,597,0.881075697,5563,1.161862991,4179100,872.8279031
10,12,2,4968,4341,627,0.873792271,7312,1.553761156,5274600,1120.824479
10,13,1,5114,4461,653,0.872311302,5316,1.101533361,4126900,855.1388313
11,12,1,4999,4477,522,0.895579116,5331,1.100991326,1881400,388.5584469
11,13,2,5014,4424,590,0.882329477,8474,1.769471706,3970700,829.1292545
12,13,1,4989,4494,495,0.90078172,4979,1.02469644,1581000,325.3755917
