src,dst,hop_count,generated,provisioned,blocked,provision_ratio,total_hops,average_hops,total_distance,average_distance
6,7,1,4991,3091,1900,0.619314767,3981,1.156931125,3481000,1011.624528
6,8,2,5065,1730,3335,0.341559724,3794,1.824038462,4564400,2194.423077
6,9,3,5162,1355,3807,0.262495157,3817,2.238709677,5201500,3050.733138
6,10,4,4905,1110,3795,0.226299694,4214,2.88630137,5008500,3430.479452
6,11,3,4956,884,4072,0.178369653,3366,2.727714749,3827000,3101.296596
6,12,4,5072,749,4323,0.147673502,3360,3.057324841,3537500,3218.835305
6,13,3,4951,511,4440,0.103211472,2516,2.922183508,2714200,3152.380952
7,8,1,5046,1730,3316,0.342845818,2912,1.4,2682900,1289.855769
7,9,2,5051,1233,3818,0.244110077,2792,1.763739735,3613300,2282.56475
7,10,3,5035,1169,3866,0.232174777,3740,2.462146149,3836800,2525.872284
7,11,2,4973,905,4068,0.181982707,2588,2.062151394,2528500,2014.741036
7,12,3,5041,735,4306,0.145804404,2783,2.564976959,2519100,2321.751152
7,13,2,4952,479,4473,0.096728595,1926,2.323281062,1931400,2329.794934
8,9,1,5025,3451,1574,0.686766169,4663,1.226782426,4416400,1161.904762
8,10,2,5074,4389,685,0.864998029,8012,1.690652036,6483500,1368.115636
8,11,1,4996,4317,679,0.864091273,7101,1.521534176,3871700,829.5907435
8,12,2,4986,4182,804,0.838748496,7318,1.614739629,4070300,898.1244484
8,13,1,4994,4090,904,0.818982779,5571,1.25472973,3277900,738.2657658
9,10,3,5000,2839,2161,0.5678,7343,2.302602697,7684500,2409.689558
9,11,2,4987,2691,2296,0.539602968,5358,1.761920421,5540400,1821.900691
9,12,3,5002,2412,2590,0.482207117,5244,1.898624185,5346900,1935.879797
9,13,2,5057,2190,2867,0.433063081,4899,1.928740157,4942400,1945.826772
10,11,1,5030,4509,521,0.896421471,5770,1.187487137,4264500,877.6497222
10,12,2,5001,4440,561,0.887822436,7865,1.641962422,5326400,1111.983299
10,13,1,4983,4376,607,0.878185832,5031,1.064536606,3990400,844.350402
11,12,1,5050,4561,489,0.903168317,5386,1.096721645,1856000,377.9271024
11,13,2,4971,4461,510,0.897404949,8707,1.80981085,4170700,866.9091665
12,13,1,4997,4573,424,0.915149089,5019,1.019500305,1579000,320.7393866
